numero_de_cliente,probabilidad
495191407,0.86845016
650007395,0.86755663
1249442553,0.86726904
330724102,0.86699456
889981843,0.8668336
995661549,0.86555433
1198583004,0.86505353
576147302,0.86452985
334868034,0.8640561
1222748992,0.8629825
787353922,0.8624669
439390973,0.8619189
900939355,0.8617207
894719337,0.8613676
559810030,0.8604376
596633902,0.8599911
1325996283,0.8593456
274914992,0.8593415
636828527,0.85895056
777072082,0.8586582
1094942851,0.8583305
1301383539,0.85802186
842621263,0.8579747
1234207214,0.8578057
1129172992,0.85744584
276343562,0.8574339
681912551,0.8573768
1168793901,0.8567959
1089552153,0.856748
662068292,0.85595614
957095162,0.85552996
779012668,0.8550549
1075552710,0.8545974
464422087,0.85429376
674915118,0.85423934
1211026763,0.85398954
353023962,0.85384095
1199448353,0.8536267
799055655,0.85343665
1526510558,0.85334325
851521280,0.8529721
454549155,0.85293055
719356587,0.852453
1095641786,0.8522227
886267597,0.8520578
1462059365,0.8520147
809215633,0.851881
615199959,0.8518425
853067774,0.8517674
1070520236,0.85161066
1318395168,0.8507753
654555709,0.85056216
296733526,0.8504579
1215010037,0.8503568
251404617,0.8497181
1489729137,0.8495653
1224089969,0.84954727
779846086,0.8493372
825106148,0.8485388
964454380,0.8483622
352906984,0.84802496
901949760,0.8478164
715237805,0.8471366
293245719,0.8470481
1357857024,0.84677243
804186438,0.84617144
273950532,0.8460993
1112472330,0.845792
1291643042,0.8456092
1207471134,0.84497964
513476046,0.8443847
300318182,0.84436697
1124826097,0.84428275
755000054,0.8435562
713605921,0.8433527
592537298,0.8431607
284742202,0.84283227
1178430043,0.84230894
1092620488,0.8420773
1470697869,0.84189963
1435085248,0.84155244
908082049,0.84132105
1071064781,0.8410097
1409886687,0.84096307
1332194712,0.8409295
1435505821,0.8398745
612018883,0.839744
607897411,0.8394143
1330362572,0.8391876
1318294749,0.8386789
750510588,0.8386558
289124393,0.83861005
846972966,0.838252
812986404,0.8379023
928847010,0.8376397
879366655,0.83756226
874717632,0.8374835
1209658433,0.83736086
800143506,0.8373525
1224684326,0.8369626
892527222,0.83691984
1326528214,0.83686256
1081034126,0.8368452
1179268995,0.83664274
1017565122,0.83648026
1332032090,0.8364592
1331153463,0.83645904
595687674,0.8364315
499999337,0.8362675
634386778,0.83606917
433702733,0.8360005
1227062693,0.8358355
555973563,0.83510804
561575236,0.8347745
613282345,0.83474535
1502389566,0.83452535
796224332,0.83445
1242766522,0.83443254
355159629,0.8337293
605252125,0.83320844
533361355,0.83286834
854247735,0.83276397
912704607,0.8327186
650904759,0.8321557
1066094066,0.83202124
571173675,0.83154494
706379573,0.8314684
810725082,0.83126205
1439545978,0.83081484
587486728,0.8308064
1077262339,0.83080375
827991946,0.8303084
885898006,0.82991767
555521197,0.82979995
597060957,0.82958657
881186916,0.8292369
643545404,0.8291643
1213251185,0.82910645
961480196,0.82905424
269980452,0.82893264
715968097,0.8285896
1163686892,0.82854956
739086926,0.828506
788745591,0.8284561
548494891,0.8284544
1469402972,0.82823473
731111548,0.82809263
596528590,0.8278569
1122340744,0.8278392
554650733,0.8275708
952783057,0.8275621
462784371,0.82748026
688620743,0.82725745
495599069,0.82700217
1098369838,0.82672113
597643863,0.8267064
548156146,0.8264816
913911109,0.8264221
832508322,0.82620835
1303330334,0.8260453
606774623,0.825512
685885466,0.8253082
1292054930,0.82454526
586766069,0.8244011
571712968,0.8243493
466558635,0.8241275
861519361,0.8238804
762935969,0.8238054
765803467,0.8236185
356662435,0.8235826
577689416,0.8231593
432245359,0.822476
458336545,0.8223599
902266336,0.8222171
348737160,0.8216773
308198538,0.82147074
976745944,0.8213109
1317277778,0.8213073
853474633,0.8209388
882749448,0.8205998
257555651,0.8197623
1089707559,0.81958807
1327932710,0.8195402
1214674793,0.8194022
1320406352,0.8192482
826130848,0.8186374
888250924,0.81852096
989471062,0.8184288
840040589,0.8184139
1022578706,0.8183552
686530506,0.8182432
565288757,0.8177054
312082050,0.8175471
1391269212,0.81725985
1181883434,0.8166098
1458746221,0.81656456
780530068,0.8162327
547065955,0.81621516
943673082,0.81576705
455630516,0.81562704
799586784,0.81484205
334023540,0.8148095
959681813,0.8147027
845375062,0.8143257
594762736,0.81344485
899339334,0.8131179
1054766160,0.8129559
782979247,0.81249255
1198753500,0.8121995
904668700,0.8121463
620383766,0.81211114
677541223,0.81134874
934123798,0.81123817
1062670658,0.8110081
815919452,0.8108346
1238491830,0.8106251
856072002,0.8103656
729302670,0.8102072
877644703,0.81019235
1044883015,0.809667
1067464736,0.8095196
573364408,0.8093605
981203105,0.8092419
1339083989,0.8090578
904833807,0.8088066
908474185,0.8086755
667473568,0.8085419
998643975,0.80853295
752048039,0.8084945
595444019,0.80833
626756500,0.8079512
306838372,0.8068888
547718219,0.806844
1460168078,0.80683947
502653085,0.8065855
1060827347,0.8065679
727279018,0.8064084
457646218,0.8062515
776857675,0.8062109
749788536,0.80606216
714722722,0.80604637
550192923,0.8055677
943707139,0.80554414
780649812,0.80503225
268346083,0.8049008
1354107115,0.8048103
1442557062,0.8047106
661716489,0.80466974
777812144,0.80427355
267087361,0.803961
597188362,0.8039162
811646656,0.80338204
465509358,0.8030123
1135197058,0.8028458
279931864,0.8028132
258659326,0.80245596
597392052,0.8021672
1213881716,0.80166894
893273193,0.80136925
1460824929,0.8012133
514647544,0.8010027
703907858,0.800685
661111193,0.8004131
1159611218,0.80029315
815769665,0.8001586
322162831,0.8000826
1133731221,0.7996995
796934351,0.799538
1095585919,0.79924226
1227786786,0.7989827
1339799406,0.7989222
1457705185,0.79848045
1210941076,0.79846716
946877062,0.7981554
626519121,0.7981531
763139292,0.7981132
452666178,0.7980246
938974247,0.7978332
1157980197,0.7973687
283272360,0.79729426
1302513039,0.79715425
733488976,0.7971121
252748301,0.7969403
1205141623,0.79642946
655744278,0.7963824
1028072454,0.7963219
778944410,0.7962611
1211276542,0.7960325
1487441701,0.79588395
498154362,0.7957364
1318213502,0.7956541
1314047111,0.7955128
1419629524,0.7954309
556117595,0.7953072
735237111,0.7948202
1246638651,0.79450715
847466605,0.79444903
703546874,0.79442686
330760490,0.79439193
1321310206,0.7943064
802542223,0.79428697
773525564,0.79425454
271024187,0.7939161
1301499936,0.7938168
1097228161,0.79372376
869678292,0.793628
703454253,0.7932249
1453460903,0.7932075
324040923,0.79309416
288651966,0.79240745
843005073,0.7921706
1079973551,0.79181045
892835703,0.79159975
999158844,0.7915635
1219936994,0.7915523
734006322,0.79139566
1160582024,0.7906465
1234640837,0.79022455
973198556,0.7900811
1063846237,0.7899375
1306743392,0.7897158
499946835,0.7895983
689201530,0.7894962
803563934,0.78903663
972751296,0.7888237
513974425,0.7887696
1006445423,0.7887247
999567231,0.7886866
1443557407,0.7886802
847304496,0.788539
518362738,0.78845644
850217049,0.7882928
467505743,0.7881543
1048843684,0.78812784
1253836118,0.78800523
752226126,0.7875316
1451798310,0.7873772
1472200965,0.78722876
1333439797,0.7867735
945121780,0.7867088
778725776,0.7866536
600089549,0.7864283
582371479,0.7863516
954626581,0.7862351
1323606532,0.7859013
733887594,0.78586036
1243960120,0.78580284
614999925,0.7857202
1153816650,0.78569436
1231785747,0.7856733
710533069,0.7854001
1448688113,0.78513235
1205824221,0.7847045
348459960,0.78428286
603245758,0.78379667
1487871898,0.7833156
672560961,0.78272593
969043172,0.7825231
1124539427,0.78234786
354304853,0.78225356
1316221430,0.78209805
1012530086,0.78181297
1068600863,0.78162247
607773439,0.7815772
1019193581,0.7814983
947154698,0.78133464
349423917,0.78119093
511379532,0.781062
1437792745,0.78092635
262117167,0.78087753
695443213,0.7806926
584961922,0.78014636
639230157,0.78005564
804045251,0.7799051
861452051,0.77976584
829720978,0.7794983
730085687,0.7791391
820228790,0.77906823
470331951,0.7787388
453284011,0.7783702
777042252,0.7782732
853893960,0.77818346
503399561,0.77757734
640026598,0.77757645
1434784794,0.77721196
999625498,0.77704483
973054379,0.77703166
1090960816,0.77666205
1468992689,0.7763221
1354829961,0.7763057
805266125,0.77621686
1462254959,0.77616453
1108674214,0.7761367
1196533092,0.77612686
1101639890,0.7761095
712351426,0.7760524
1351672446,0.7760294
1330071299,0.775337
776262156,0.77495104
1177959008,0.77492
614734544,0.7742888
643929290,0.773446
1241707176,0.7733533
620129615,0.7732405
890153808,0.7729573
1019821918,0.7726035
845134908,0.77253973
777162731,0.7722724
250700362,0.77183825
867803632,0.7717127
884035080,0.77161795
551152567,0.77120423
1454996526,0.77116233
1123873669,0.7710753
752083701,0.7708794
1103788103,0.7703506
1463589958,0.7702628
1319397041,0.76995015
986673214,0.7699056
1443443205,0.76985013
806120389,0.76975495
1451756090,0.769718
941313092,0.76906127
1224082967,0.7689896
976192578,0.7688359
1329950018,0.76882344
840658576,0.7684565
819960711,0.7684219
1161767450,0.7682751
854527480,0.7682492
267575389,0.7680544
1009175226,0.7680156
477938318,0.76794523
957789502,0.76792574
1019205178,0.7677857
1042992599,0.76722074
719384589,0.767213
1254410782,0.76718056
621857835,0.7669008
1231587531,0.7668497
800794089,0.7667405
911891616,0.76668435
348536681,0.7662872
1390838357,0.7661212
355984653,0.7658782
679020843,0.76573944
572352910,0.76573825
652989889,0.7643173
865381576,0.7641313
1203362207,0.7640669
1000060512,0.76399404
628650707,0.7638993
309136594,0.76385707
489481869,0.76376945
1337312225,0.763556
1002534848,0.7635012
491982688,0.7633796
1179415067,0.7630642
1066714316,0.7629108
1008634396,0.7628376
882883052,0.7625521
829599475,0.7619991
1317309717,0.7619169
1318898141,0.76156163
633697399,0.7614596
1319687802,0.76145136
634842578,0.7613888
260754302,0.76136434
1390283752,0.76125467
675145717,0.7610811
1472357985,0.76104254
257381577,0.76088434
892732799,0.7608604
357715358,0.7608093
1038027871,0.7606544
261753844,0.76059204
1456042157,0.7603913
1495259998,0.76022685
918123743,0.7599021
1123252113,0.75979424
725911849,0.75966144
1218989818,0.7596365
1322131003,0.7594997
1224705112,0.7592653
740845931,0.7592281
833289878,0.75898737
695818714,0.75894964
315637466,0.7586558
825039709,0.7586094
860117632,0.75829625
327091026,0.7581092
875576712,0.75809294
629052023,0.75792474
1469185944,0.7578347
531819318,0.75747716
728243111,0.75688124
628386052,0.7568558
493250232,0.75622386
1110212315,0.7561635
1005086931,0.7560475
1315465245,0.7558939
505032546,0.7555712
493108677,0.75553054
491664360,0.7554841
990474395,0.7554589
715253125,0.7554191
1181746184,0.75540054
931728949,0.7552738
949211168,0.7552003
1065182842,0.7551814
646248366,0.7550098
841246442,0.75459486
643934688,0.75447786
1304801047,0.7542834
569496642,0.7541771
1109312688,0.75401366
1043751987,0.7539983
709322109,0.75397146
985241289,0.75395507
616135760,0.7539223
1094550280,0.7535354
760537910,0.7534565
775949149,0.7534253
256410549,0.7533877
895510885,0.75334907
556990962,0.75331336
566491177,0.7532458
300333280,0.7531239
1334312447,0.75289464
487763709,0.75272256
1452800106,0.75247085
909555033,0.7523231
602615158,0.75226724
335126566,0.75219566
1056928088,0.7519743
1145687327,0.75172883
1143370574,0.75164247
318896647,0.75162745
1458237842,0.7508326
625535258,0.75066125
348908535,0.75058395
1301865522,0.75039697
341180093,0.75034493
685630956,0.7503194
302346506,0.7498651
991804143,0.7497928
932097447,0.74936056
1336894717,0.74930525
325499826,0.74900377
781747877,0.7489128
652738078,0.7488833
1203704812,0.7487534
592064359,0.74850035
605231340,0.7481352
873479182,0.74798614
851543961,0.7479295
703349239,0.747926
437038490,0.74786603
1009893922,0.747818
320065233,0.74772066
1224486478,0.7474269
855732821,0.7471096
620508762,0.74702936
267228036,0.74702203
1463707806,0.7468828
761806256,0.7467654
627631549,0.7467227
1066780610,0.74664885
571925112,0.746458
345831524,0.7463791
1345754265,0.74629563
990418460,0.7461169
697611554,0.74584097
589454522,0.7456412
1187128420,0.7454471
872428009,0.7452694
835380337,0.7449499
886054137,0.7448148
680317704,0.74480766
1136617455,0.7445977
345167748,0.7444313
278145369,0.7443584
320606054,0.74402374
1180108391,0.74385333
267431649,0.743648
1176700721,0.74340993
1057531557,0.7431742
525565457,0.7430453
1496861916,0.743027
1108679979,0.7428444
1218882397,0.7428121
1314275301,0.74223787
1442713493,0.74218035
260991024,0.7416771
849190530,0.7413569
733745749,0.7412226
555769148,0.741
696242276,0.74079216
823748758,0.74078536
649178938,0.7406881
631683815,0.7402922
970712613,0.740285
1033498661,0.7402407
289214017,0.7401839
530681800,0.7401371
1037884421,0.7396834
1077307258,0.73931724
736896851,0.7391903
853149158,0.739159
636964898,0.73914003
270013048,0.7391073
1352229749,0.7390599
1217635928,0.7390155
856013803,0.7389082
870410267,0.73881334
1163109452,0.73864913
356824118,0.73855156
921204623,0.73849106
767281917,0.7382281
1092671538,0.73822683
272392952,0.738061
1163909463,0.7377873
1233928922,0.7375948
472586423,0.7375524
1130122722,0.73703474
1117972491,0.7369677
495134960,0.7369235
963601064,0.7365992
268237057,0.7363586
528100768,0.7363443
910394498,0.7360117
664971734,0.73599356
1439672434,0.73597765
455384025,0.7359485
690135367,0.7358029
891444836,0.73574823
643452637,0.73557854
971891993,0.735463
499679994,0.7352769
1314774047,0.7352564
1359564757,0.7351848
988656030,0.7351603
924261651,0.7350783
804298087,0.7350641
957113471,0.7348999
1059284576,0.7348307
1332728984,0.73482233
951019901,0.73454964
324602676,0.73446107
1384446374,0.7341669
1182371096,0.7341279
746018355,0.7341164
449351352,0.73401064
1092717482,0.7337702
774211006,0.733753
748375210,0.7336518
457965126,0.7336191
297387687,0.7334893
714961049,0.73326576
456981562,0.7331886
687004829,0.73314875
1175904143,0.73299867
1037880484,0.7328015
520124801,0.73276675
1170965154,0.7327646
685436600,0.73260397
509475556,0.73255277
598687375,0.7325524
1144169714,0.73251134
767157937,0.73243827
1051557808,0.73217416
528598924,0.7319571
461565538,0.7319232
1454504996,0.7317162
1493825886,0.7316851
923224919,0.73165673
729212089,0.7315158
807228223,0.73147416
971108609,0.7314453
753746139,0.73135984
898779699,0.7312824
928117666,0.7312172
973583168,0.73105067
253649892,0.7308325
1453901160,0.73081124
458154443,0.73053694
465337547,0.7304669
938781206,0.7303857
287832706,0.7303218
461695495,0.73029935
1253149728,0.7302854
1199235918,0.7300436
1054294835,0.7297632
591820934,0.7296886
295575154,0.7296044
869308479,0.72953963
254087460,0.729286
1318618397,0.7292184
1056108751,0.7290003
1112136282,0.7288001
629859908,0.7287139
976485670,0.7285044
714527427,0.72847867
1471975038,0.72843397
946183311,0.72835845
549628251,0.7282938
1201445096,0.72815675
1133980999,0.7281194
796195305,0.72798973
1248556564,0.7276432
304396409,0.72758454
308164191,0.72719145
1147326503,0.72707343
1059217556,0.72695565
440775341,0.7269443
457532887,0.72679746
846639472,0.72627497
708128877,0.7261984
846552102,0.7261579
604732670,0.7260644
991344773,0.72599214
274479397,0.72588176
328983918,0.7254706
1451952333,0.7253688
906065766,0.7252556
1463719403,0.7252369
330896648,0.7249832
1358707274,0.72498184
1053950692,0.7246042
698971498,0.72459024
1153649647,0.7245472
1186990657,0.7244861
1119912932,0.72428995
518196025,0.72420835
767906897,0.72407424
1177482944,0.7237808
275039040,0.7237123
264730505,0.72360086
1436386344,0.72358894
963954976,0.7233989
555980634,0.7232799
731338278,0.72317994
1076851757,0.7229062
1048616732,0.72288615
877715078,0.7228217
869880009,0.72270703
1012668071,0.72249633
810702981,0.72210366
668036499,0.72184396
506862363,0.7218359
1030565903,0.7212718
703610974,0.7210974
348824675,0.720622
1436813476,0.720511
659587021,0.7201927
633999322,0.7200694
1130022662,0.71973497
1437893889,0.7196939
1081353478,0.7196553
760151034,0.7196392
897056723,0.7195514
1491222386,0.71953833
824427999,0.7194107
302562441,0.7193668
1196881104,0.7193375
254723747,0.7191555
1340396675,0.71893966
794074513,0.71883154
596386387,0.7188295
934358546,0.7188277
1165501244,0.71871454
1314412911,0.71870893
1337134428,0.71863097
1159145871,0.71861005
441521313,0.71858823
794440834,0.71846634
1046877862,0.718446
686546407,0.718368
1541303879,0.7183543
1210803458,0.71817607
340845575,0.7181532
667377308,0.71814024
738534943,0.7181043
329902067,0.7180407
1056078265,0.71803343
502539755,0.71794665
526633325,0.71791005
1443694726,0.71777964
1137753589,0.71769965
1035697198,0.7175255
324400668,0.7170647
719952686,0.71695185
448711342,0.7168801
1470398799,0.7167871
1540203782,0.71677476
885644726,0.7163585
972195513,0.7162473
1139465695,0.7160102
1207609034,0.7159216
1341467028,0.7157963
1246670965,0.7157732
470057022,0.7156201
892732440,0.7154179
958618317,0.71537316
484136978,0.71513504
352276017,0.715044
1449496877,0.71453357
983712446,0.7145276
1084347569,0.7144802
1337918469,0.7143516
646446727,0.714344
506852585,0.71428853
1078116902,0.7141625
656988414,0.7140758
638359923,0.71398157
614285533,0.71344185
1128888500,0.7134023
988880206,0.713382
782117835,0.71333236
1167150856,0.7131277
666848221,0.71292245
851009912,0.7129135
911029401,0.7127083
1067342507,0.71263623
786432493,0.7125342
332767157,0.7124877
930975240,0.71245193
467558322,0.71242857
856589783,0.71236664
1240390264,0.71223503
1452408859,0.7122038
909142487,0.71213716
1236463506,0.712016
945537682,0.7119857
1461500968,0.71171397
1155652223,0.7115157
1161384878,0.7113665
826376468,0.71136063
517364443,0.7113456
458340336,0.711174
961932639,0.71081895
881899847,0.7106557
497743558,0.7103042
509410799,0.710294
1137207004,0.7102648
1333919875,0.7101827
831962752,0.7101124
1053988395,0.710066
869649129,0.71005356
761316118,0.7099279
1242692644,0.7098992
940668129,0.70973855
1028975292,0.7096483
599414756,0.7094277
770208774,0.7092966
621518363,0.70918757
668315953,0.70917547
267846022,0.7091037
706450316,0.70909995
805973514,0.7090819
1487547738,0.7089421
698307133,0.70863473
512269757,0.7084372
1223838004,0.70832336
832741542,0.7082552
1384541541,0.7080656
890958191,0.70800734
255060887,0.7079911
637452124,0.707938
1205081896,0.7078865
1435494301,0.7077989
1113398942,0.7077765
1250383239,0.70771784
1071000750,0.7073909
656628080,0.7070016
1208463673,0.706977
1177242789,0.7069745
659165064,0.7062166
1063279891,0.7059285
730390667,0.7058609
562308005,0.7058236
1456084821,0.7056871
1324782334,0.70562387
1409755055,0.7054018
756599051,0.7054001
1231579069,0.7052144
1103543354,0.705195
823253291,0.7051694
479321020,0.7051108
602806448,0.70510453
1140212760,0.70495844
592912500,0.7049153
473756828,0.7048997
1249315951,0.7048954
1218309116,0.7048636
781726066,0.7044975
1049358911,0.70445687
304946428,0.70440155
561578738,0.70439047
1462884465,0.7042117
456175351,0.7040098
1101763862,0.7040094
725636118,0.70385957
1069547603,0.7037953
1149916656,0.7037508
1472267626,0.70357054
779371696,0.7035575
1453456018,0.7030159
307306785,0.7028114
1143791805,0.7028097
880534361,0.70279557
458815820,0.7027849
1331673584,0.70228475
577808511,0.7022598
802963890,0.7021839
257266060,0.7021539
1136859863,0.70196396
482510628,0.7012324
585673256,0.70116305
648134922,0.7011488
939710885,0.70114535
1095238864,0.7010291
1091039065,0.7007376
285044560,0.70063215
857943749,0.7005771
933045058,0.70036256
1072088891,0.70025426
905863759,0.7001678
607794806,0.70015967
1445608403,0.69986296
1000489761,0.6996842
803103250,0.6996807
1131524673,0.69952226
1453079569,0.6993673
1084388696,0.69927317
826201805,0.69926554
703653348,0.6990875
1031506153,0.69906354
1077307045,0.69900215
671397849,0.69899106
579908807,0.69879425
684576060,0.6987787
450224873,0.698659
290772467,0.69852227
1030962992,0.6985004
1324769140,0.698442
839978898,0.69841075
494945856,0.6978299
1462060312,0.69753295
767524471,0.6973714
596624346,0.69734746
464085314,0.6973409
1103439801,0.69704664
1062692460,0.69684225
551397897,0.6968046
1335528215,0.6966224
1131089223,0.69660604
841510218,0.6965893
1470755777,0.69651985
485436606,0.6964458
1333770959,0.69640815
316983115,0.69619286
724191281,0.6960487
1125932548,0.6959722
696318775,0.6959289
1315091495,0.6956596
1167409302,0.69558173
581289751,0.6955688
703524048,0.6955395
687722064,0.6954461
335177104,0.6954046
1252166455,0.69509023
691176549,0.69502074
934127154,0.6949474
1435674797,0.69486594
1451148752,0.6948623
313652969,0.69481415
1302294550,0.69480973
1451895672,0.694688
253269439,0.69449496
350212476,0.6943836
1027405970,0.69438225
1321610378,0.6943147
732815780,0.6942881
513513672,0.6942
512812628,0.69412977
633536528,0.6940684
966043684,0.69401556
1333333623,0.69383794
1125624801,0.6937809
255725185,0.6937349
734007560,0.6934739
1206807136,0.69344217
618438654,0.69340825
493778081,0.69333243
642120182,0.6932172
344759642,0.6929951
1236829015,0.6929731
591146355,0.69288224
1535048131,0.6925913
638523135,0.692476
282639276,0.69244987
643760101,0.69241095
558215338,0.6922758
1232112896,0.69222504
732887249,0.69210035
1193804818,0.69192255
914495842,0.69188863
935575407,0.6918321
577538169,0.6916194
913232089,0.6915926
641439488,0.69140834
518713593,0.6913523
639788852,0.6913443
431852062,0.6913256
1309612777,0.69128036
822785467,0.6911706
1538979184,0.6911539
254061935,0.6910654
867386927,0.6908089
334157801,0.6908004
1234673586,0.6906828
516347472,0.6906131
1135070166,0.69044733
294574374,0.69041926
1306635894,0.68995804
1527223130,0.6899515
886610792,0.689936
834112861,0.6898106
461302053,0.6897445
1307020515,0.6896387
949029579,0.6895024
1277247816,0.6894954
717753645,0.6894199
681313309,0.6893834
969066212,0.6891667
678388126,0.6891465
1250287995,0.68896455
1125770942,0.68890244
460817670,0.688725
708359544,0.688491
776562687,0.68824303
829039985,0.688076
1463730420,0.6880589
278188904,0.68800527
431429524,0.687783
289722319,0.6876058
1141566359,0.6873874
1161033801,0.6872986
648271071,0.6872061
292271191,0.6871329
897621250,0.6870637
787125954,0.6869252
557358444,0.68674964
981450176,0.6863797
1319493882,0.6863496
1013157842,0.68630743
341520666,0.6862972
1336217081,0.6862763
1161739517,0.68625087
828871590,0.6861706
1543485423,0.68616897
716465460,0.6861638
1219997959,0.68611455
823107219,0.6860131
746716922,0.68599665
1351081368,0.6858687
278404840,0.68575865
301528698,0.68574965
454255474,0.68562263
997156481,0.6855843
647057643,0.68551254
703407438,0.6854934
464646196,0.6852927
614269197,0.68523467
1433946278,0.6852237
881509547,0.6850954
481744528,0.68491536
269638717,0.68472624
1043698536,0.6846774
1309333613,0.6845938
294967894,0.6845123
300429908,0.6844534
326077846,0.6842278
1246290648,0.68406576
497723071,0.683978
290905124,0.68383485
333817595,0.6836488
565373932,0.68362784
1182243179,0.6836147
1526479490,0.68355095
889762116,0.6835441
448926039,0.68343765
1144366247,0.6832665
779372857,0.68325853
661778257,0.6832246
483681400,0.683055
1314027564,0.6828489
999418973,0.68282783
354564905,0.68276435
857233508,0.682594
913621228,0.6825744
1033606082,0.68247366
1115831127,0.68245834
1172409547,0.68235606
1352621663,0.6823224
1469960216,0.68229204
1064098715,0.6822063
839304251,0.6820956
314236318,0.6820358
955784372,0.682005
1264438907,0.68191826
718596320,0.68181646
974103580,0.6816809
345155715,0.6813998
887292074,0.6812576
462866703,0.680955
339217987,0.6808041
948980202,0.6807666
998180745,0.68071437
1148933160,0.680671
749572088,0.680428
480400630,0.68034303
321438661,0.680228
969189970,0.68006676
646379853,0.6798567
505318132,0.67969596
1385749802,0.6795948
1010019140,0.67952067
1326891384,0.67945427
603518653,0.67939866
1457717140,0.67938644
891201915,0.67932475
1134705015,0.6792905
780016369,0.6790215
1499634306,0.6788838
1232934640,0.67887384
469151341,0.6788333
597602368,0.67865014
711519254,0.67849237
786557412,0.67847925
860656122,0.67837983
582621548,0.67832315
315823205,0.6783219
958497190,0.67754793
567942573,0.677541
1190965766,0.67741793
1215254128,0.67735285
734201685,0.677222
778712940,0.67720366
614512263,0.6771534
494407221,0.67713606
336522385,0.67693335
459485147,0.6768906
715700966,0.67687744
305952964,0.6767618
831049632,0.67666507
800100116,0.6766283
431718748,0.67661494
693941065,0.676597
869963442,0.6764294
801076976,0.67642206
1303637790,0.67627394
1229459959,0.6762733
759700708,0.67626566
298852713,0.6762626
514107593,0.67621535
326430597,0.676063
1011742040,0.675784
676318752,0.6757065
650256149,0.67569155
477412227,0.67560387
1353475636,0.675429
921550807,0.6753221
1046458314,0.6753101
1097297811,0.67523456
507653834,0.67520857
582636791,0.6751869
1209823686,0.6751764
991222476,0.6751154
1038994808,0.6751082
636007662,0.67510295
463297917,0.6750353
1056650085,0.6749852
1540027369,0.6747902
1197840235,0.6746519
1448910838,0.67457634
1048788696,0.6744627
1013117663,0.6744553
1245745881,0.6743418
771920658,0.6743242
800036964,0.67426854
1051836903,0.67423415
1317206087,0.67416155
1472110760,0.67406225
678290406,0.673978
1168275317,0.6739682
831902513,0.673835
304072104,0.6736725
1194290293,0.6736478
346202943,0.67336535
654773831,0.67332286
692900909,0.6733131
586649672,0.67325735
1461944215,0.67325675
607658571,0.67318934
743034401,0.672885
859443856,0.672818
300687927,0.6728065
876172743,0.6727564
974193281,0.67275065
1246531306,0.67266023
